"Candidate","State","District","Office.Type","Primary.Status","Primary.Runoff.Status","Primary..","Race","Veteran.","LGBTQ.","Elected.Official.","Self.Funder.","STEM.","Obama.Alum.","Party.Support.","Emily.Endorsed.","Guns.Sense.Candidate.","Biden.Endorsed.","Warren.Endorsed.","Sanders.Endorsed.","Our.Revolution.Endorsed.","Justice.Dems.Endorsed.","PCCC.Endorsed.","Indivisible.Endorsed.","WFP.Endorsed.","VoteVets.Endorsed.","No.Labels.Support.","Election.Month","Neutral.Endorsements","Yes.Endorsements","No.Endorsements"
"Chase Kohne","CO","U.S. House Colorado District 4","Representative","Lost","None",35.32,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Karen McCormick","CO","U.S. House Colorado District 4","Representative","Advanced","None",64.629997,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Stephany Rose Spaulding","CO","U.S. House Colorado District 5","Representative","Advanced","None",100,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",6,11,1,0
"Jason Crow","CO","U.S. House Colorado District 6","Representative","Advanced","None",65.940002,"White","Yes","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral",6,10,1,1
"Levi Tillemann","CO","U.S. House Colorado District 6","Representative","Lost","None",34.060001,"White","No","No","No","No","Yes","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,10,1,1
"Stacey Abrams","GA","Governor of Georgia","Governor","Advanced","None",76.440002,"Nonwhite","No","No","Yes","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Yes","Neutral","Yes","Neutral","Neutral",5,7,5,0
"Stacey Evans","GA","Governor of Georgia","Governor","Lost","None",23.559999,"White","No","No","No","Yes","No","No","Neutral","No","Neutral","Neutral","Neutral","No","No","Neutral","No","Neutral","No","Neutral","Neutral",5,7,0,5
"Barbara Seidman","GA","U.S. House Georgia District 1","Representative","Lost","None",32.459999,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral",5,9,0,3
"Lisa Ring","GA","U.S. House Georgia District 1","Representative","Advanced","None",67.540001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","No","Yes","Neutral","Neutral","Neutral",5,8,3,1
"Chalis Montgomery","GA","U.S. House Georgia District 10","Representative","Lost","None",26.459999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Richard Dien Winfield","GA","U.S. House Georgia District 10","Representative","Lost","None",23.33,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Tabitha Johnson-Green","GA","U.S. House Georgia District 10","Representative","Advanced","None",50.200001,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Flynn Broady Jr.","GA","U.S. House Georgia District 11","Representative","Advanced","None",100,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Francys Johnson","GA","U.S. House Georgia District 12","Representative","Advanced","None",52.860001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Robert Ingham","GA","U.S. House Georgia District 12","Representative","Lost","None",31.15,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Trent Nesmith","GA","U.S. House Georgia District 12","Representative","Lost","None",15.99,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Steven Foster","GA","U.S. House Georgia District 14","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Chuck Enderlin","GA","U.S. House Georgia District 3","Representative","Advanced","None",59.869999,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Rusty Oliver","GA","U.S. House Georgia District 3","Representative","Lost","None",40.130001,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Bobby Kaple","GA","U.S. House Georgia District 6","Representative","Lost","None",26.25,"White","No","No","No","No","No","No","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,0,2
"Kevin Abel","GA","U.S. House Georgia District 6","Representative","Advanced","Lost",30.540001,"White","No","No","No","No","Yes","No","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,0,2
"Lucy McBath","GA","U.S. House Georgia District 6","Representative","Advanced","Advanced",36.27,"Nonwhite","No","No","No","No","Yes","No","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,2,0
"Steven Knight Griffin","GA","U.S. House Georgia District 6","Representative","Lost","None",6.9499998,"White","No","No","No","No","No","No","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,0,2
"Carolyn Bourdeaux","GA","U.S. House Georgia District 7","Representative","Advanced","Advanced",27.280001,"White","No","No","No","No","No","No","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,1,1
"David Kim","GA","U.S. House Georgia District 7","Representative","Advanced","Lost",25.98,"Nonwhite","No","No","No","Yes","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,0,2
"Ethan Pham","GA","U.S. House Georgia District 7","Representative","Lost","None",17.84,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,0,2
"Kathleen Allen","GA","U.S. House Georgia District 7","Representative","Lost","None",11.02,"White","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,1,1
"Melissa Davis","GA","U.S. House Georgia District 7","Representative","Lost","None",13.67,"Nonwhite","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,0,2
"Steve Reilly","GA","U.S. House Georgia District 7","Representative","Lost","None",4.1999998,"White","Yes","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,10,0,2
"Dave Cooper","GA","U.S. House Georgia District 9","Representative","Lost","None",47.27,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",5,10,1,1
"Josh McCall","GA","U.S. House Georgia District 9","Representative","Advanced","None",52.73,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","No","Neutral","Neutral","Neutral",5,10,1,1
"Andy McGuire","IA","Governor of Iowa","Governor","Lost","None",5.25,"White","No","No","No","No","Yes","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","No","Neutral","Neutral",6,8,0,4
"Cathy Glasson","IA","Governor of Iowa","Governor","Lost","None",20.549999,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Yes","Neutral","Yes","Neutral","Neutral",6,8,4,0
"Fred Hubbell","IA","Governor of Iowa","Governor","Advanced","None",55.41,"White","No","No","No","Yes","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","No","Neutral","Neutral",6,8,0,4
"John Norris","IA","Governor of Iowa","Governor","Lost","None",11.44,"White","No","No","No","No","No","Yes","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","No","Neutral","Neutral",6,8,0,4
"Nate Boulton","IA","Governor of Iowa","Governor","Lost","None",4.9699998,"White","No","No","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","No","Neutral","Neutral",6,8,0,4
"Ross Wilburn","IA","Governor of Iowa","Governor","Lost","None",2.1700001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","No","Neutral","No","Neutral","Neutral",6,8,0,4
"Abby Finkenauer","IA","U.S. House Iowa District 1","Representative","Advanced","None",66.800003,"White","No","No","Yes","No","No","No","Yes","Yes","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,2,0
"Courtney Rowe","IA","U.S. House Iowa District 1","Representative","Lost","None",7.5900002,"White","No","No","No","No","Yes","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",6,9,1,2
"George Ramsey","IA","U.S. House Iowa District 1","Representative","Lost","None",6.3699999,"Nonwhite","Yes","No","No","No","No","No","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,0,2
"Thomas Heckroth","IA","U.S. House Iowa District 1","Representative","Lost","None",19.120001,"White","No","No","No","No","No","Yes","No","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,10,0,2
"Cindy Axne","IA","U.S. House Iowa District 3","Representative","Advanced","None",57.799999,"White","No","No","No","No","No","No","Yes","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,9,1,2
"Eddie Mauro","IA","U.S. House Iowa District 3","Representative","Lost","None",26.35,"White","No","No","No","Yes","No","No","No","No","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,9,0,3
"Pete D'Alessandro","IA","U.S. House Iowa District 3","Representative","Lost","None",15.58,"White","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,9,2,1
"J.D. Scholten","IA","U.S. House Iowa District 4","Representative","Advanced","None",51.259998,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Neutral","Neutral",6,10,2,0
"John Paschen","IA","U.S. House Iowa District 4","Representative","Lost","None",16.719999,"White","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral",6,10,0,2
"Leann Jacobsen","IA","U.S. House Iowa District 4","Representative","Lost","None",31.92,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","No","Neutral","Neutral",6,10,0,2
"A.J. Balukoff","ID","Governor of Idaho","Governor","Lost","None",40.099998,"White","No","No","No","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",5,10,0,2
"Paulette E. Jordan","ID","Governor of Idaho","Governor","Advanced","None",58.400002,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",5,10,2,0
"Peter Dill","ID","Governor of Idaho","Governor","Lost","None",1.4,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",5,10,0,2
"Christina McNeil","ID","U.S. House Idaho District 1","Representative","Advanced","None",69.699997,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"James Vandermaas","ID","U.S. House Idaho District 1","Representative","Lost","None",15.8,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Michael Smith","ID","U.S. House Idaho District 1","Representative","Lost","None",14.5,"White","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Aaron Swisher","ID","U.S. House Idaho District 2","Representative","Advanced","None",67.599998,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Peter Rickards","ID","U.S. House Idaho District 2","Representative","Lost","None",32.400002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5,12,0,0
"Bob Daiber","IL","Governor of Illinois","Governor","Lost","None",1.1,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Chris Kennedy","IL","Governor of Illinois","Governor","Lost","None",24.4,"White","No","No","No","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Daniel K. Biss","IL","Governor of Illinois","Governor","Lost","None",26.700001,"White","No","No","Yes","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral",3,10,2,0
"J.B. Pritzker","IL","Governor of Illinois","Governor","Advanced","None",45.099998,"White","No","No","No","Yes","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Robert Marshall","IL","Governor of Illinois","Governor","Lost","None",1.1,"White","Yes","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Tio Hardiman","IL","Governor of Illinois","Governor","Lost","None",1.6,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","No","Neutral","Neutral","Neutral",3,10,0,2
"Brendan Kelly","IL","U.S. House Illinois District 12","Representative","Advanced","None",81,"White","Yes","No","No","No","No","No","Yes","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral",3,10,2,0
"David Bequette","IL","U.S. House Illinois District 12","Representative","Lost","None",19,"White","Yes","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",3,10,0,2
"Angel Sides","IL","U.S. House Illinois District 13","Representative","Lost","None",4.1999998,"White","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Betsy Londrigan","IL","U.S. House Illinois District 13","Representative","Advanced","None",45.700001,"White","No","No","No","No","No","No","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"David Gill","IL","U.S. House Illinois District 13","Representative","Lost","None",14.4,"White","No","No","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,1,1
"Erik Jones","IL","U.S. House Illinois District 13","Representative","Lost","None",22.4,"White","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Jonathan Ebel","IL","U.S. House Illinois District 13","Representative","Lost","None",13.3,"White","Yes","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",3,10,0,2
"Daniel Roldan-Johnson","IL","U.S. House Illinois District 14","Representative","Lost","None",2.3,"White","No","Yes","No","No","No","No","No","No","No","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3,8,0,4
